,2022-12-05
872,Why you thanking POTUS. He said he doesn’t control gas prices when they were going up up up. Why would he be able to control prices when they go down. Should be thanking the oil industry. Everyone blames them when going up so logical they are responsible when they come down. https://t.co/h8B5dPHO5g
873,"شركة سبي لخدمات النفط والغاز تعلن عن وظائف في الامارات
https://t.co/xkoO0MiR6E"
874,"@SDonziger @ClimateHuman @STAND_LA I’m sure it’s because there’s no oil/gas of an appreciable amount left to bother with. Besides, I imagine the value of land in LA makes drilling new wells cost prohibitive. I’m sure it’s not that they’ve had an epiphany or anything…."
875,"@SenTedCruz The cost of food, a gas and heating oil has decimated our little family. I worry about diapers… the garbage bill… otc medication, detergent, cat food. These are necessities that get put on the back burner so we can have a small Christmas."
876,@LBC @TomSwarbrick1 Cut the net zero agenda bs &amp; get some oil &amp; gas into people's homes.
877,@pc11295560 @JimWrig08299591 @mikepompeo I really don’t know why it is so difficult for you and the democrats to understand how Biden’s policies on American oil producers have caused record high gas prices! Biden promised to end the oil industry and he is doing his best! Why is it so difficult to look at all the facts?
878,"@BBCWorld One of America's Top Oil and Gas Experts ⛽️ Cracking new ground 👌 

https://t.co/dXLi0GOpqM"
879,@POTUS Screw Putin. Put our own AMERICANS back to work in the oil industries. Gas could be way lower when America is energy independant.
880,@telecam1 @SenJohnKennedy I guess none of you were watching when Biden signed off on cutting our production of oil and gas. How do you feel about his emptying our strategic oil reserves? We will be sitting ducks if we need it in an emergency.
881,@elonmusk I just had a lady tell me  “the border is obviously not open and that I’m miss informed….*I passed out from shock then she said that “no one could crash oil &amp; gas in 18 months” *I died
882,"@OccupyDemocrats One of America's Top Oil and Gas Experts ⛽️ Cracking new ground 👌 

https://t.co/dXLi0GxmoM"
883,"@gtconway3d One of America's Top Oil and Gas Experts ⛽️ Cracking new ground 👌 

https://t.co/dXLi0GxmoM"
884,"@SenatorHagerty I call BS. Please cite any impartial study that concludes the push for green energy is driving up fuel prices. In fact, investment in green energy lags as fuel prices soar. https://t.co/CNmgUVfiX9"
885,"@WHCOS Lol.  On what?  Eggs are freaking $7 a dozen.  Natural Gas is there the roof, unleaded is still $1.10 higher than when you fools tool office.  But, good thing we are getting oil from a dictator. That should help."
886,Democrats pushing through oil and gas pipelines in the lake duck but not paid sick days for railroad workers whose strike they made illegal https://t.co/rFnphctiTk
887,"""When the season's here, I could hardly work,"" he [Valencia] said. ""That's why gas prices should have a cap.""

Too many Californians are suffering while Big Oil profits at our expense. We need a Windfall Profits Cap.

https://t.co/1Vfiz9Di6l"
888,"@John6225 @SenJohnKennedy We know Biden shut down our oil and gas the first day he took office. So what are you saying? He/they listen to the environmental wackos, so we're buying oil from Venezuela! He's not lying."
889,@elonmusk Any plans for hybrid and hyper efficient gas/oil automobiles?
890,"@BlokeOnWheels Love you Joe.
You're totally wrong on this basis.
It's the EU that was and still is playing into Putin's Hands.
Germany de-facto leader of the EU is totally reliant on Russian Oil and Gas."
891,"@OccupyDemocrats One of America's Top Oil and Gas Experts ⛽️ Cracking new ground 👌 

https://t.co/dXLi0GOpqM"
892,"The Biden administration plans to hold a virtual meeting with oil and gas executives on Thursday to discuss how the US can help support Ukraine’s energy infrastructure

da fuq .... ?

what  do these people know about  rebuilding destroyed electrical grid ?"
893,"@davidsirota One of America's Top Oil and Gas Experts, ⛽️ Cracking new ground 👌 

https://t.co/dXLi0GOpqM"
894,@HeidyTL @LoriMills4CA42 @POTUS Lmao yeah because that dementia patient Biden stopped the oil and gas companies that’s a lot of the price in inflation crisis
895,"Oil and Gas Collection: Oil and Gas Law, Oil and Gas for Beginners, Contract Law, Petroleum Energy Market, Deepwater Horizon IRYPNVY

https://t.co/ZtxcOl7DDF https://t.co/hcFJTgDVwQ"
896,@FoxNews USA and Canada may be wiser than we think. NOT using our reserves but using their oil  - just a thought. save our reserves for the future generation because electric cars will not replace the need for gas and diesel
897,"@subvoyeur @merry123459 2019:
United We Roll wasn't just about oil and gas. Scheer knew that and worked the crowd anyway 😏

https://t.co/desYwtTSIz"
898,"@donwinslow Cracking video of One America's Top Oil and Gas Experts ⛽️ 👌 

https://t.co/dXLi0GOpqM"
899,"@POTUS Just open up our pipelines &amp; give Americans their jobs back.  I cannot fathom the logic behind purchasing filthy oil &amp; gas from other socialist, Communist countries.  Bad smell to it all🥺"
900,"#世界杯 #快三 #百家乐  #龙虎斗 真人发牌 #棋牌  https://t.co/9onE98SAZg
Standard not gas argue morning billion oil anyone.
😄🤨😝😆👋"
901,"@POTUS Ok we will thank Putin for gas prices, but still is twice higher than when you @POTUS took over! You have scared the oil companies, so that they don’t make any long term investment in USA! Call them to the WH and give them assurance! Think of people a little!"
902,@TaraBull808 Woah! That’s what you do 😭⛽️ owners of gas stations have to buy the oil…they don’t control the prices.
903,Why a cap on Russian oil could send gas prices rising - ABC News || #IncreaseSalesNews Courtesy of Increase Sales - Why You Need Help with Your Web Page and Other Sales Copy to Increase Your Sales and Make More Money Subscribe by Following on Twitter… https://t.co/eKVarJZ8D6
904,"Edge Industrial 3/8"" Hose ID x 1/8"" Male NPT MNPT 90 Degree Brass Elbow Fitting Fuel / Air/ Water/ Oil/ Gas/ WOG (QTY 01) X2XLEZF

https://t.co/fwPV3CjAtE https://t.co/F4SoC01Fyp"
905,"@RonFilipkowski News , One of America's Top Oil and Gas Experts ⛽️ 👌 

https://t.co/dXLi0GOpqM"
906,"@JoJoFromJerz What the fuck is wrong with you
Trump Presidency 
No inflation, jobs, unemployment under 3%. Produced our OWN OIL IN AMERICA,  $2.00 a gallon for gas.
Now $5.00 a gallon. 
Now buying oil from Dictatorship country’s with Major human rights violations, mainly against woman rights."
907,@Meurer_T_ @PeterZeihan We all want to be able to supply you with cheap oil and gas but our numb nuts President is standing in the way.
908,"@FoxBusiness In Trump’s civil war MAGA Republicans have taken the side of the Oil &amp; Gas Cartel

https://t.co/J0oYmmn3mB"
909,"@vonderleyen

@MinPres

Biden demanding that oil companies sell cheaper gasoline in the US and yet sell the gas to Europe at gold prices. Stop humiliating yourself and demand that he sell you his cheapest products.

day 33  of sending these tweets to these accounts"
910,"@POTUS That's b/c your administration's policies spooked the oil futures market BEFORE the war. Gas prices are high b/c of you--just a dollar more to go and we'll be down to what it was on your first day.

You just proved prices were not high b/c of the war. Awesome!"
911,"@POTUS Yes. I FEEL it joe...IT HURTS LIKE HELL...EVERY TIME I FILL MY GAS TANK, OIL TANK, AND BUY GROCERIES... 
Elections have consequences,  STOLEN Elections have DEVASTATING CONSEQUENCES"
912,"First, all media, medical, gas, then, medicine, baby formulas, rail road transport, etc and now heating oil—as the government works to make people totally dependent on government for all their goods and services. What do we call it?"
913,"Oil &amp; gas companies drilling on federal land are required to clean up after production ends. But today's required bond amounts don't cover the full cost of cleanup, forcing taxpayers to pay. Bonding reform will protect taxpayers &amp; hold Big Oil accountable https://t.co/5EEVuNL1Ff"
914,"@vonderleyen

@MinPres

Stop groveling before the United States and demand that it stop doing business with US gas prices at the expense of Europe.When will a cap be applied to the price of oil and gas from the US? You have no balls, cowards."
915,"Saudis and Omanis might make a deal with Netanyahu: Annex Area C while providing Jordanian citizenship for West Bankers AND Degrade Iranian water and aircraft, ports, silos, and they will normalize. Qatari/Muslim Bros gas and Kuwaiti oil will be collateral damage. Liberate Kurds."
916,"This Friday, join two of CRIN's Members, Kuva Systems and Highwood Emissions Management, for their in-depth discussion about what's ahead for menthane emissions in 2023. Learn more: https://t.co/aEcTgdnptG

#NetworkinAction #emissions #methane #event #2023 #ESG #regulations https://t.co/WSiscpfqbn"
917,"Newsom wants to punish big #Oil companies for rising #Gas prices

https://t.co/1HHkNfFA02

#Mining #News #OilPrices https://t.co/5yG74W9VIN"
918,"And still $ 1.50 or more a gallon more than Trump.

In order words 24 straight months of record breaking high prices for gas , heating oil, groceries and everything else.

THE BIDEN LEGACY. https://t.co/cs4QSRO01x"
919,"Why the war on fossil fuels is causing chaos https://t.co/peQHjp1CbF via @Yahoo Greens, Dems want to destroy Oil &amp; Gas industry"
920,"Oil and gas firms planning ‘frightening’ fossil fuels growth, report finds | Climate crisis | The Guardian https://t.co/FClLo9OtuF"
921,"@ABHank76467601 @Alberta_Brute @SellisCDN @DougBebb @ChantalHbert In the last three fiscal years, the government of Alberta has provided $4.8 billion in subsidies to the oil, gas and coal industries through a series of tax incentives, royalty holidays, research grants and direct subsidies"
922,"@MahmudM27830556 something related to this too?
https://t.co/pZtjv4IYZq"
923,"@POTUS Ole Joe you drained the US Oil Reserve along with less demand by China for oil due to their economy slow down, the price of oil has dropped. Putin did not cause gas prices to raise nor did you cause gas prices to drop. Now your energy policy will cause gas prices to go back up."
924,"We want to buy 

Caprolactum

cas 105-60-2

cfr karachi Pakistan basis 

#capro #caprolactum #nylon66 #nylon #polyamide #hydrocarbon #benzene #oil #gas #coal #energy #chemicals #chemical #fahim #venus #venuscorporation #glycols #butyl #acrylates #monomer #styrene #phenol #acetone"
925,@PressSec The reserves will be empty lol. Your plan is to buy dirty oil/gas from Venezuela now rather than allowing the US to be energy independent like we were under Trump. You guys are the worst!!!!!
926,@Jim_Jordan The sedition party know as the gas and oil party . . GOP love to see you do it and lose more votes. https://t.co/01fYf2MabT
927,"@wartranslated I wish Ukraine start targeting Russian oil , gas plants and gas and oil rigs intensively. Ukraine now has capability to hit inside"
928,"@Doug_Kent @SkyNews Except miners were undone by cheap imported coal and the recent discovery of North Sea oil and gas. 

How will they replace the entire railway ? Can’t import a railway or dig a new one up in the North Sea."
929,"@PM_ViktorOrban @EmmanuelMacron The cost is higher cause Hungary never invested in alternative energies and did not want to become independent of Russian cheap oil/gas. The problem is not Ukraine or the sanctions, the problem is your created dependance on Russia."
